Date,Investment
2014-10-04,30000
2014-11-04,30000
2014-12-04,30000
2015-01-04,30000
2015-02-04,30000
2015-03-04,30000
2015-04-04,30000
2015-05-04,30000
2015-06-04,30000
2015-07-04,30000
2015-08-04,30000
2015-09-04,30000
2015-10-04,30000
2015-11-04,30000
2015-12-04,30000
2016-01-04,30000
2016-02-04,30000
2016-03-04,30000
2016-04-04,30000
2016-05-04,30000
2016-06-04,30000
2016-07-04,30000
2016-08-04,30000
2016-09-04,30000
2016-10-04,30000
2016-11-04,30000
2016-12-04,30000
2017-01-04,30000
2017-02-04,30000
2017-03-04,30000
2017-04-04,30000
2017-05-04,30000
2017-06-04,30000
2017-07-04,30000
2017-08-04,30000
2017-09-04,30000
2017-10-04,30000
2017-11-04,30000
2017-12-04,30000
2018-01-04,30000
2018-02-04,30000
2018-03-04,30000
2018-04-04,30000
2018-05-04,30000
2018-06-04,30000
2018-07-04,30000
2018-08-04,30000
2018-09-04,30000
2018-10-04,30000
2018-11-04,30000
2018-12-04,30000
2019-01-04,30000
2019-02-04,30000
2019-03-04,30000
2019-04-04,30000
2019-05-04,30000
2019-06-04,30000
2019-07-04,30000
2019-08-04,30000
2019-09-04,30000
2019-10-04,30000
2019-11-04,30000
2019-12-04,30000
2020-01-04,30000
2020-02-04,30000
2020-03-04,30000
2020-04-04,30000
2020-05-04,30000
2020-06-04,30000
2020-07-04,30000
2020-08-04,30000
2020-09-04,30000
2020-10-04,30000
2020-11-04,30000
2020-12-04,30000
2021-01-04,30000
2021-02-04,30000
2021-03-04,30000
2021-04-04,30000
2021-05-04,30000
2021-06-04,30000
2021-07-04,30000
2021-08-04,30000
2021-09-04,30000
2021-10-04,30000
2021-11-04,30000
2021-12-04,30000
2022-01-04,30000
2022-02-04,30000
2022-03-04,30000
2022-04-04,30000
2022-05-04,30000
2022-06-04,30000
2022-07-04,30000
2022-08-04,30000
2022-09-04,30000
2022-10-04,30000
2022-11-04,30000
2022-12-04,30000
2023-01-04,30000
2023-02-04,30000
2023-03-04,30000
2023-04-04,30000
2023-05-04,30000
2023-06-04,30000
2023-07-04,30000
2023-08-04,30000
2023-09-04,30000
2023-10-04,30000
2023-11-04,30000
2023-12-04,30000
2024-01-04,30000
2024-02-04,30000
2024-03-04,30000
2024-04-04,30000
2024-05-04,30000
2024-06-04,30000
2024-07-04,30000
2024-08-04,30000
2024-09-04,30000
