Date,Investment
2014-10-05,30000
2014-11-05,30000
2014-12-05,30000
2015-01-05,30000
2015-02-05,30000
2015-03-05,30000
2015-04-05,30000
2015-05-05,30000
2015-06-05,30000
2015-07-05,30000
2015-08-05,30000
2015-09-05,30000
2015-10-05,30000
2015-11-05,30000
2015-12-05,30000
2016-01-05,30000
2016-02-05,30000
2016-03-05,30000
2016-04-05,30000
2016-05-05,30000
2016-06-05,30000
2016-07-05,30000
2016-08-05,30000
2016-09-05,30000
2016-10-05,30000
2016-11-05,30000
2016-12-05,30000
2017-01-05,30000
2017-02-05,30000
2017-03-05,30000
2017-04-05,30000
2017-05-05,30000
2017-06-05,30000
2017-07-05,30000
2017-08-05,30000
2017-09-05,30000
2017-10-05,30000
2017-11-05,30000
2017-12-05,30000
2018-01-05,30000
2018-02-05,30000
2018-03-05,30000
2018-04-05,30000
2018-05-05,30000
2018-06-05,30000
2018-07-05,30000
2018-08-05,30000
2018-09-05,30000
2018-10-05,30000
2018-11-05,30000
2018-12-05,30000
2019-01-05,30000
2019-02-05,30000
2019-03-05,30000
2019-04-05,30000
2019-05-05,30000
2019-06-05,30000
2019-07-05,30000
2019-08-05,30000
2019-09-05,30000
2019-10-05,30000
2019-11-05,30000
2019-12-05,30000
2020-01-05,30000
2020-02-05,30000
2020-03-05,30000
2020-04-05,30000
2020-05-05,30000
2020-06-05,30000
2020-07-05,30000
2020-08-05,30000
2020-09-05,30000
2020-10-05,30000
2020-11-05,30000
2020-12-05,30000
2021-01-05,30000
2021-02-05,30000
2021-03-05,30000
2021-04-05,30000
2021-05-05,30000
2021-06-05,30000
2021-07-05,30000
2021-08-05,30000
2021-09-05,30000
2021-10-05,30000
2021-11-05,30000
2021-12-05,30000
2022-01-05,30000
2022-02-05,30000
2022-03-05,30000
2022-04-05,30000
2022-05-05,30000
2022-06-05,30000
2022-07-05,30000
2022-08-05,30000
2022-09-05,30000
2022-10-05,30000
2022-11-05,30000
2022-12-05,30000
2023-01-05,30000
2023-02-05,30000
2023-03-05,30000
2023-04-05,30000
2023-05-05,30000
2023-06-05,30000
2023-07-05,30000
2023-08-05,30000
2023-09-05,30000
2023-10-05,30000
2023-11-05,30000
2023-12-05,30000
2024-01-05,30000
2024-02-05,30000
2024-03-05,30000
2024-04-05,30000
2024-05-05,30000
2024-06-05,30000
2024-07-05,30000
2024-08-05,30000
2024-09-05,30000
