Date,Investment
2014-10-25,30000
2014-11-25,30000
2014-12-25,30000
2015-01-25,30000
2015-02-25,30000
2015-03-25,30000
2015-04-25,30000
2015-05-25,30000
2015-06-25,30000
2015-07-25,30000
2015-08-25,30000
2015-09-25,30000
2015-10-25,30000
2015-11-25,30000
2015-12-25,30000
2016-01-25,30000
2016-02-25,30000
2016-03-25,30000
2016-04-25,30000
2016-05-25,30000
2016-06-25,30000
2016-07-25,30000
2016-08-25,30000
2016-09-25,30000
2016-10-25,30000
2016-11-25,30000
2016-12-25,30000
2017-01-25,30000
2017-02-25,30000
2017-03-25,30000
2017-04-25,30000
2017-05-25,30000
2017-06-25,30000
2017-07-25,30000
2017-08-25,30000
2017-09-25,30000
2017-10-25,30000
2017-11-25,30000
2017-12-25,30000
2018-01-25,30000
2018-02-25,30000
2018-03-25,30000
2018-04-25,30000
2018-05-25,30000
2018-06-25,30000
2018-07-25,30000
2018-08-25,30000
2018-09-25,30000
2018-10-25,30000
2018-11-25,30000
2018-12-25,30000
2019-01-25,30000
2019-02-25,30000
2019-03-25,30000
2019-04-25,30000
2019-05-25,30000
2019-06-25,30000
2019-07-25,30000
2019-08-25,30000
2019-09-25,30000
2019-10-25,30000
2019-11-25,30000
2019-12-25,30000
2020-01-25,30000
2020-02-25,30000
2020-03-25,30000
2020-04-25,30000
2020-05-25,30000
2020-06-25,30000
2020-07-25,30000
2020-08-25,30000
2020-09-25,30000
2020-10-25,30000
2020-11-25,30000
2020-12-25,30000
2021-01-25,30000
2021-02-25,30000
2021-03-25,30000
2021-04-25,30000
2021-05-25,30000
2021-06-25,30000
2021-07-25,30000
2021-08-25,30000
2021-09-25,30000
2021-10-25,30000
2021-11-25,30000
2021-12-25,30000
2022-01-25,30000
2022-02-25,30000
2022-03-25,30000
2022-04-25,30000
2022-05-25,30000
2022-06-25,30000
2022-07-25,30000
2022-08-25,30000
2022-09-25,30000
2022-10-25,30000
2022-11-25,30000
2022-12-25,30000
2023-01-25,30000
2023-02-25,30000
2023-03-25,30000
2023-04-25,30000
2023-05-25,30000
2023-06-25,30000
2023-07-25,30000
2023-08-25,30000
2023-09-25,30000
2023-10-25,30000
2023-11-25,30000
2023-12-25,30000
2024-01-25,30000
2024-02-25,30000
2024-03-25,30000
2024-04-25,30000
2024-05-25,30000
2024-06-25,30000
2024-07-25,30000
2024-08-25,30000
2024-09-25,30000
