Date,Investment
2014-10-07,30000
2014-11-07,30000
2014-12-08,30000
2015-01-07,30000
2015-02-09,30000
2015-03-09,30000
2015-04-07,30000
2015-05-07,30000
2015-06-08,30000
2015-07-07,30000
2015-08-07,30000
2015-09-07,30000
2015-10-07,30000
2015-11-09,30000
2015-12-07,30000
2016-01-07,30000
2016-02-08,30000
2016-03-08,30000
2016-04-07,30000
2016-05-09,30000
2016-06-07,30000
2016-07-07,30000
2016-08-08,30000
2016-09-07,30000
2016-10-07,30000
2016-11-07,30000
2016-12-07,30000
2017-01-09,30000
2017-02-07,30000
2017-03-07,30000
2017-04-07,30000
2017-05-08,30000
2017-06-07,30000
2017-07-07,30000
2017-08-07,30000
2017-09-07,30000
2017-10-09,30000
2017-11-07,30000
2017-12-07,30000
2018-01-08,30000
2018-02-07,30000
2018-03-07,30000
2018-04-09,30000
2018-05-07,30000
2018-06-07,30000
2018-07-09,30000
2018-08-07,30000
2018-09-07,30000
2018-10-08,30000
2018-11-07,30000
2018-12-07,30000
2019-01-07,30000
2019-02-07,30000
2019-03-07,30000
2019-04-08,30000
2019-05-07,30000
2019-06-07,30000
2019-07-08,30000
2019-08-07,30000
2019-09-09,30000
2019-10-07,30000
2019-11-07,30000
2019-12-09,30000
2020-01-07,30000
2020-02-07,30000
2020-03-09,30000
2020-04-07,30000
2020-05-07,30000
2020-06-08,30000
2020-07-07,30000
2020-08-07,30000
2020-09-07,30000
2020-10-07,30000
2020-11-09,30000
2020-12-07,30000
2021-01-07,30000
2021-02-08,30000
2021-03-08,30000
2021-04-07,30000
2021-05-10,30000
2021-06-07,30000
2021-07-07,30000
2021-08-09,30000
2021-09-07,30000
2021-10-07,30000
2021-11-08,30000
2021-12-07,30000
2022-01-07,30000
2022-02-07,30000
2022-03-07,30000
2022-04-07,30000
2022-05-09,30000
2022-06-07,30000
2022-07-07,30000
2022-08-08,30000
2022-09-07,30000
2022-10-07,30000
2022-11-07,30000
2022-12-07,30000
2023-01-09,30000
2023-02-07,30000
2023-03-08,30000
2023-04-10,30000
2023-05-08,30000
2023-06-07,30000
2023-07-07,30000
2023-08-07,30000
2023-09-07,30000
2023-10-09,30000
2023-11-07,30000
2023-12-07,30000
2024-01-08,30000
2024-02-07,30000
2024-03-07,30000
2024-04-08,30000
2024-05-07,30000
2024-06-07,30000
2024-07-08,30000
2024-08-07,30000
,30000
