Date,Investment
2014-10-13,30000
2014-11-11,30000
2014-12-11,30000
2015-01-12,30000
2015-02-11,30000
2015-03-11,30000
2015-04-13,30000
2015-05-11,30000
2015-06-11,30000
2015-07-13,30000
2015-08-11,30000
2015-09-11,30000
2015-10-12,30000
2015-11-13,30000
2015-12-11,30000
2016-01-11,30000
2016-02-11,30000
2016-03-11,30000
2016-04-11,30000
2016-05-11,30000
2016-06-13,30000
2016-07-11,30000
2016-08-11,30000
2016-09-12,30000
2016-10-13,30000
2016-11-11,30000
2016-12-12,30000
2017-01-11,30000
2017-02-13,30000
2017-03-14,30000
2017-04-11,30000
2017-05-11,30000
2017-06-12,30000
2017-07-11,30000
2017-08-11,30000
2017-09-11,30000
2017-10-11,30000
2017-11-13,30000
2017-12-11,30000
2018-01-11,30000
2018-02-12,30000
2018-03-12,30000
2018-04-11,30000
2018-05-11,30000
2018-06-11,30000
2018-07-11,30000
2018-08-13,30000
2018-09-11,30000
2018-10-11,30000
2018-11-12,30000
2018-12-11,30000
2019-01-11,30000
2019-02-11,30000
2019-03-11,30000
2019-04-11,30000
2019-05-13,30000
2019-06-11,30000
2019-07-11,30000
2019-08-13,30000
2019-09-11,30000
2019-10-11,30000
2019-11-11,30000
2019-12-11,30000
2020-01-13,30000
2020-02-11,30000
2020-03-11,30000
2020-04-13,30000
2020-05-11,30000
2020-06-11,30000
2020-07-13,30000
2020-08-11,30000
2020-09-11,30000
2020-10-12,30000
2020-11-11,30000
2020-12-11,30000
2021-01-11,30000
2021-02-11,30000
2021-03-12,30000
2021-04-12,30000
2021-05-11,30000
2021-06-11,30000
2021-07-12,30000
2021-08-11,30000
2021-09-13,30000
2021-10-11,30000
2021-11-11,30000
2021-12-13,30000
2022-01-11,30000
2022-02-11,30000
2022-03-11,30000
2022-04-11,30000
2022-05-11,30000
2022-06-13,30000
2022-07-11,30000
2022-08-11,30000
2022-09-12,30000
2022-10-11,30000
2022-11-11,30000
2022-12-12,30000
2023-01-11,30000
2023-02-13,30000
2023-03-13,30000
2023-04-11,30000
2023-05-11,30000
2023-06-12,30000
2023-07-11,30000
2023-08-11,30000
2023-09-11,30000
2023-10-11,30000
2023-11-13,30000
2023-12-11,30000
2024-01-11,30000
2024-02-12,30000
2024-03-11,30000
2024-04-12,30000
2024-05-13,30000
2024-06-11,30000
2024-07-11,30000
2024-08-12,30000
,30000
