Date,Investment
2014-10-24,30000
2014-11-24,30000
2014-12-24,30000
2015-01-24,30000
2015-02-24,30000
2015-03-24,30000
2015-04-24,30000
2015-05-24,30000
2015-06-24,30000
2015-07-24,30000
2015-08-24,30000
2015-09-24,30000
2015-10-24,30000
2015-11-24,30000
2015-12-24,30000
2016-01-24,30000
2016-02-24,30000
2016-03-24,30000
2016-04-24,30000
2016-05-24,30000
2016-06-24,30000
2016-07-24,30000
2016-08-24,30000
2016-09-24,30000
2016-10-24,30000
2016-11-24,30000
2016-12-24,30000
2017-01-24,30000
2017-02-24,30000
2017-03-24,30000
2017-04-24,30000
2017-05-24,30000
2017-06-24,30000
2017-07-24,30000
2017-08-24,30000
2017-09-24,30000
2017-10-24,30000
2017-11-24,30000
2017-12-24,30000
2018-01-24,30000
2018-02-24,30000
2018-03-24,30000
2018-04-24,30000
2018-05-24,30000
2018-06-24,30000
2018-07-24,30000
2018-08-24,30000
2018-09-24,30000
2018-10-24,30000
2018-11-24,30000
2018-12-24,30000
2019-01-24,30000
2019-02-24,30000
2019-03-24,30000
2019-04-24,30000
2019-05-24,30000
2019-06-24,30000
2019-07-24,30000
2019-08-24,30000
2019-09-24,30000
2019-10-24,30000
2019-11-24,30000
2019-12-24,30000
2020-01-24,30000
2020-02-24,30000
2020-03-24,30000
2020-04-24,30000
2020-05-24,30000
2020-06-24,30000
2020-07-24,30000
2020-08-24,30000
2020-09-24,30000
2020-10-24,30000
2020-11-24,30000
2020-12-24,30000
2021-01-24,30000
2021-02-24,30000
2021-03-24,30000
2021-04-24,30000
2021-05-24,30000
2021-06-24,30000
2021-07-24,30000
2021-08-24,30000
2021-09-24,30000
2021-10-24,30000
2021-11-24,30000
2021-12-24,30000
2022-01-24,30000
2022-02-24,30000
2022-03-24,30000
2022-04-24,30000
2022-05-24,30000
2022-06-24,30000
2022-07-24,30000
2022-08-24,30000
2022-09-24,30000
2022-10-24,30000
2022-11-24,30000
2022-12-24,30000
2023-01-24,30000
2023-02-24,30000
2023-03-24,30000
2023-04-24,30000
2023-05-24,30000
2023-06-24,30000
2023-07-24,30000
2023-08-24,30000
2023-09-24,30000
2023-10-24,30000
2023-11-24,30000
2023-12-24,30000
2024-01-24,30000
2024-02-24,30000
2024-03-24,30000
2024-04-24,30000
2024-05-24,30000
2024-06-24,30000
2024-07-24,30000
2024-08-24,30000
2024-09-24,30000
