Date,Investment
2014-10-28,30000
2014-11-28,30000
2014-12-28,30000
2015-01-28,30000
2015-02-28,30000
2015-03-28,30000
2015-04-28,30000
2015-05-28,30000
2015-06-28,30000
2015-07-28,30000
2015-08-28,30000
2015-09-28,30000
2015-10-28,30000
2015-11-28,30000
2015-12-28,30000
2016-01-28,30000
2016-02-28,30000
2016-03-28,30000
2016-04-28,30000
2016-05-28,30000
2016-06-28,30000
2016-07-28,30000
2016-08-28,30000
2016-09-28,30000
2016-10-28,30000
2016-11-28,30000
2016-12-28,30000
2017-01-28,30000
2017-02-28,30000
2017-03-28,30000
2017-04-28,30000
2017-05-28,30000
2017-06-28,30000
2017-07-28,30000
2017-08-28,30000
2017-09-28,30000
2017-10-28,30000
2017-11-28,30000
2017-12-28,30000
2018-01-28,30000
2018-02-28,30000
2018-03-28,30000
2018-04-28,30000
2018-05-28,30000
2018-06-28,30000
2018-07-28,30000
2018-08-28,30000
2018-09-28,30000
2018-10-28,30000
2018-11-28,30000
2018-12-28,30000
2019-01-28,30000
2019-02-28,30000
2019-03-28,30000
2019-04-28,30000
2019-05-28,30000
2019-06-28,30000
2019-07-28,30000
2019-08-28,30000
2019-09-28,30000
2019-10-28,30000
2019-11-28,30000
2019-12-28,30000
2020-01-28,30000
2020-02-28,30000
2020-03-28,30000
2020-04-28,30000
2020-05-28,30000
2020-06-28,30000
2020-07-28,30000
2020-08-28,30000
2020-09-28,30000
2020-10-28,30000
2020-11-28,30000
2020-12-28,30000
2021-01-28,30000
2021-02-28,30000
2021-03-28,30000
2021-04-28,30000
2021-05-28,30000
2021-06-28,30000
2021-07-28,30000
2021-08-28,30000
2021-09-28,30000
2021-10-28,30000
2021-11-28,30000
2021-12-28,30000
2022-01-28,30000
2022-02-28,30000
2022-03-28,30000
2022-04-28,30000
2022-05-28,30000
2022-06-28,30000
2022-07-28,30000
2022-08-28,30000
2022-09-28,30000
2022-10-28,30000
2022-11-28,30000
2022-12-28,30000
2023-01-28,30000
2023-02-28,30000
2023-03-28,30000
2023-04-28,30000
2023-05-28,30000
2023-06-28,30000
2023-07-28,30000
2023-08-28,30000
2023-09-28,30000
2023-10-28,30000
2023-11-28,30000
2023-12-28,30000
2024-01-28,30000
2024-02-28,30000
2024-03-28,30000
2024-04-28,30000
2024-05-28,30000
2024-06-28,30000
2024-07-28,30000
2024-08-28,30000
2024-09-28,30000
