Date,Investment
2014-10-06,30000
2014-11-06,30000
2014-12-06,30000
2015-01-06,30000
2015-02-06,30000
2015-03-06,30000
2015-04-06,30000
2015-05-06,30000
2015-06-06,30000
2015-07-06,30000
2015-08-06,30000
2015-09-06,30000
2015-10-06,30000
2015-11-06,30000
2015-12-06,30000
2016-01-06,30000
2016-02-06,30000
2016-03-06,30000
2016-04-06,30000
2016-05-06,30000
2016-06-06,30000
2016-07-06,30000
2016-08-06,30000
2016-09-06,30000
2016-10-06,30000
2016-11-06,30000
2016-12-06,30000
2017-01-06,30000
2017-02-06,30000
2017-03-06,30000
2017-04-06,30000
2017-05-06,30000
2017-06-06,30000
2017-07-06,30000
2017-08-06,30000
2017-09-06,30000
2017-10-06,30000
2017-11-06,30000
2017-12-06,30000
2018-01-06,30000
2018-02-06,30000
2018-03-06,30000
2018-04-06,30000
2018-05-06,30000
2018-06-06,30000
2018-07-06,30000
2018-08-06,30000
2018-09-06,30000
2018-10-06,30000
2018-11-06,30000
2018-12-06,30000
2019-01-06,30000
2019-02-06,30000
2019-03-06,30000
2019-04-06,30000
2019-05-06,30000
2019-06-06,30000
2019-07-06,30000
2019-08-06,30000
2019-09-06,30000
2019-10-06,30000
2019-11-06,30000
2019-12-06,30000
2020-01-06,30000
2020-02-06,30000
2020-03-06,30000
2020-04-06,30000
2020-05-06,30000
2020-06-06,30000
2020-07-06,30000
2020-08-06,30000
2020-09-06,30000
2020-10-06,30000
2020-11-06,30000
2020-12-06,30000
2021-01-06,30000
2021-02-06,30000
2021-03-06,30000
2021-04-06,30000
2021-05-06,30000
2021-06-06,30000
2021-07-06,30000
2021-08-06,30000
2021-09-06,30000
2021-10-06,30000
2021-11-06,30000
2021-12-06,30000
2022-01-06,30000
2022-02-06,30000
2022-03-06,30000
2022-04-06,30000
2022-05-06,30000
2022-06-06,30000
2022-07-06,30000
2022-08-06,30000
2022-09-06,30000
2022-10-06,30000
2022-11-06,30000
2022-12-06,30000
2023-01-06,30000
2023-02-06,30000
2023-03-06,30000
2023-04-06,30000
2023-05-06,30000
2023-06-06,30000
2023-07-06,30000
2023-08-06,30000
2023-09-06,30000
2023-10-06,30000
2023-11-06,30000
2023-12-06,30000
2024-01-06,30000
2024-02-06,30000
2024-03-06,30000
2024-04-06,30000
2024-05-06,30000
2024-06-06,30000
2024-07-06,30000
2024-08-06,30000
2024-09-06,30000
