Date,Investment
2014-10-27,30000
2014-11-27,30000
2014-12-30,30000
2015-01-27,30000
2015-02-27,30000
2015-03-27,30000
2015-04-27,30000
2015-05-27,30000
2015-06-29,30000
2015-07-27,30000
2015-08-27,30000
2015-09-28,30000
2015-10-27,30000
2015-11-27,30000
2015-12-28,30000
2016-01-27,30000
2016-02-29,30000
2016-03-28,30000
2016-04-27,30000
2016-05-27,30000
2016-06-27,30000
2016-07-27,30000
2016-08-29,30000
2016-09-27,30000
2016-10-27,30000
2016-11-28,30000
2016-12-27,30000
2017-01-27,30000
2017-02-27,30000
2017-03-27,30000
2017-04-27,30000
2017-05-29,30000
2017-06-27,30000
2017-07-27,30000
2017-08-28,30000
2017-09-27,30000
2017-10-27,30000
2017-11-27,30000
2017-12-27,30000
2018-01-29,30000
2018-02-27,30000
2018-03-27,30000
2018-04-27,30000
2018-05-28,30000
2018-06-27,30000
2018-07-27,30000
2018-08-27,30000
2018-09-27,30000
2018-10-29,30000
2018-11-27,30000
2018-12-27,30000
2019-01-28,30000
2019-02-27,30000
2019-03-27,30000
2019-04-30,30000
2019-05-27,30000
2019-06-27,30000
2019-07-29,30000
2019-08-27,30000
2019-09-27,30000
2019-10-29,30000
2019-11-27,30000
2019-12-27,30000
2020-01-27,30000
2020-02-27,30000
2020-03-27,30000
2020-04-27,30000
2020-05-27,30000
2020-06-29,30000
2020-07-27,30000
2020-08-27,30000
2020-09-28,30000
2020-10-27,30000
2020-11-27,30000
2020-12-28,30000
2021-01-27,30000
2021-03-01,30000
2021-03-30,30000
2021-04-27,30000
2021-05-27,30000
2021-06-28,30000
2021-07-27,30000
2021-08-27,30000
2021-09-27,30000
2021-10-27,30000
2021-11-29,30000
2021-12-27,30000
2022-01-27,30000
2022-02-28,30000
2022-03-28,30000
2022-04-27,30000
2022-05-27,30000
2022-06-27,30000
2022-07-27,30000
2022-08-29,30000
2022-09-27,30000
2022-10-27,30000
2022-11-28,30000
2022-12-27,30000
2023-01-27,30000
2023-02-27,30000
2023-03-27,30000
2023-04-27,30000
2023-05-29,30000
2023-06-27,30000
2023-07-27,30000
2023-08-28,30000
2023-09-27,30000
2023-10-27,30000
2023-11-28,30000
2023-12-27,30000
2024-01-29,30000
2024-02-27,30000
2024-03-27,30000
2024-04-29,30000
2024-05-27,30000
2024-06-27,30000
2024-07-29,30000
2024-08-27,30000
,30000
