Date,Investment
2014-10-13,30000
2014-11-13,30000
2014-12-15,30000
2015-01-13,30000
2015-02-13,30000
2015-03-13,30000
2015-04-13,30000
2015-05-13,30000
2015-06-15,30000
2015-07-13,30000
2015-08-13,30000
2015-09-14,30000
2015-10-13,30000
2015-11-13,30000
2015-12-14,30000
2016-01-13,30000
2016-02-15,30000
2016-03-14,30000
2016-04-13,30000
2016-05-13,30000
2016-06-13,30000
2016-07-13,30000
2016-08-16,30000
2016-09-14,30000
2016-10-13,30000
2016-11-15,30000
2016-12-13,30000
2017-01-13,30000
2017-02-13,30000
2017-03-14,30000
2017-04-13,30000
2017-05-15,30000
2017-06-13,30000
2017-07-13,30000
2017-08-14,30000
2017-09-13,30000
2017-10-13,30000
2017-11-13,30000
2017-12-13,30000
2018-01-15,30000
2018-02-14,30000
2018-03-13,30000
2018-04-13,30000
2018-05-14,30000
2018-06-13,30000
2018-07-13,30000
2018-08-13,30000
2018-09-14,30000
2018-10-15,30000
2018-11-13,30000
2018-12-13,30000
2019-01-14,30000
2019-02-14,30000
2019-03-13,30000
2019-04-15,30000
2019-05-13,30000
2019-06-13,30000
2019-07-15,30000
2019-08-13,30000
2019-09-13,30000
2019-10-14,30000
2019-11-13,30000
2019-12-13,30000
2020-01-13,30000
2020-02-13,30000
2020-03-13,30000
2020-04-13,30000
2020-05-13,30000
2020-06-15,30000
2020-07-13,30000
2020-08-13,30000
2020-09-14,30000
2020-10-13,30000
2020-11-13,30000
2020-12-14,30000
2021-01-13,30000
2021-02-15,30000
2021-03-15,30000
2021-04-13,30000
2021-05-14,30000
2021-06-14,30000
2021-07-13,30000
2021-08-13,30000
2021-09-13,30000
2021-10-13,30000
2021-11-15,30000
2021-12-13,30000
2022-01-13,30000
2022-02-14,30000
2022-03-14,30000
2022-04-13,30000
2022-05-13,30000
2022-06-13,30000
2022-07-13,30000
2022-08-16,30000
2022-09-13,30000
2022-10-13,30000
2022-11-14,30000
2022-12-13,30000
2023-01-13,30000
2023-02-13,30000
2023-03-13,30000
2023-04-13,30000
2023-05-15,30000
2023-06-13,30000
2023-07-13,30000
2023-08-14,30000
2023-09-13,30000
2023-10-13,30000
2023-11-13,30000
2023-12-13,30000
2024-01-15,30000
2024-02-13,30000
2024-03-13,30000
2024-04-15,30000
2024-05-13,30000
2024-06-13,30000
2024-07-15,30000
2024-08-13,30000
,30000
